E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_01_201	25604083	--	hg19	chr17	69487560	69491400	Human	HEK-293	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	"The 1.9 SRY-responsive subfragment from the XYSR might constitute the core of the Sertoli-cell Enhancer of Human SOX9,representing the so far missing link in the genetic cascade of male sex determination."	SOX9	Disorders Of Sexual Development	--	D012734	--	--	--	"SF1,WT1,GATA4"	Luciferase Reporter Assay	"To test this assumption,a Luciferase containing F8 in front of the ?-globin TATA box was co-transfected in neuro-2a cell with expression plasmids for these factors."	--	--	--	>2KB	
E_01_202	25622893	hCNS1 Enhancer	hg19	chr17	61927353	61928827	Human	"GC坼2spd(ts),Hepa 1-6,293T"	Low throughput	"RT-PCR,Luciferase Reporter Assay"	Enhancer	hCNS1 was amplified by genome PCR and cloned to upstream of the TCAM1P promoter (hCNS1-Pro-Luciferase) or to downstream of the Luciferase gene (Pro-Luciferase-hCNS1 and Pro-Luciferase-rev hCNS1).	TCAM1P	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_203	25628225	--	hg19	chr17	6285838	6586838	Human	Human Liver Cell	Low throughput	"PCR,ChIP,Luciferase Reporter Assay,EMSA"	Enhancer	"Utilizing cell-based Luciferaseassays,electrophoretic mobility shift assays,and Chromatin immunoprecipitation assays,we identified and functionally characterized two Enhancer modules located upstream of the SLC13A5 gene transcription start site that are associated with regulation of PXR-mediated SLC13A5 induction."	SLC13A5	Steatosis	--	--	--	--	--	NR1I2	EMSA	"Utilizing in vitro EMSA,we found that heterodimer of PXR and the retinoid X receptor binds specifically to DR4-1 and DR4-2 at intensities equal to or exceeding that of the everted-repeat (ER6) element from CYP3A4 promoter."	--	--	--	>2KB	
E_01_204	25628225	--	hg19	chr17	6565038	6567038	Human	Human Liver Cell	Low throughput	"PCR,ChIP,Luciferase Reporter Assay,EMSA"	Enhancer	"Utilizing cell-based Luciferaseassays,electrophoretic mobility shift assays,and Chromatin immunoprecipitation assays,we identified and functionally characterized two Enhancer modules located upstream of the SLC13A5 gene transcription start site that are associated with regulation of PXR-mediated SLC13A5 induction."	SLC13A6	Fatty Liver Disease	DOID:9452	D005234	--	--	--	NR1I2	EMSA	"Utilizing in vitro EMSA,we found that heterodimer of PXR and the retinoid X receptor binds specifically to DR4-1 and DR4-2 at intensities equal to or exceeding that of the everted-repeat (ER6) element from CYP3A5 promoter."	--	--	--	>2KB	
E_01_205	25639793	EBNA2 Enhancer	hg19	chr8	128223315	128320315	Human	B Cell	Low throughput	"ChIP,Hi-C"	Super-Enhancer	EBNA2 binds to B-cell Enhancer sites ~ 428 and 525 upstream of MYC and loops to the MYC TSS to activate MYC transcription.	MYC	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_206	25701871	--	hg19	chr5	125345378	125345495	Human	HIT DH5A cells (RBC)	Low throughput	"4C,Luciferase Reporter Assay,PCR"	Enhancer	"LMNB1regulatorylandscape.Theheatmapshowsthetopologicaldomains(TD1andTD2)andtheregulatoryboundary(TDB)betweenALDH7A1andPHAXgenes. In wild-type alleles,Enh-A interacts with the LMNB1 promoter. The ‵660 deletion removes Enh-A and a TDB,likely causing ＆ ＆Enhanceradoption＊. In this situation,three elements may act on the LMNB1 promoter: Enh-B,identified by our 4C experiments,and two Human elements,hs1643 and hs1372,annotated as Enhancers in the VISTA Enhancer browser. All have a forebrain or forebrain/midbrain Enhancer activity as shown by in vivo Mice Enhancer assay."	LMNB1	Adult-onset Autosomal Dominant Demyelinating Leukodystrophy	DOID:0060785	C566813	--	--	--	--	--	--	--	--	--	>2KB	
E_01_207	25701871	--	hg19	chr5	125995862	125995972	Human	HIT DH5A cells (RBC)	Low throughput	"4C,Luciferase Reporter Assay,PCR"	Enhancer	"LMNB1regulatorylandscape.Theheatmapshowsthetopologicaldomains(TD1andTD2)andtheregulatoryboundary(TDB)betweenALDH7A1andPHAXgenes. In wild-type alleles,Enh-A interacts with the LMNB1 promoter. The ‵660 deletion removes Enh-A and a TDB,likely causing Enhanceradoption＊. In this situation,three elements may act on the LMNB1 promoter: Enh-B,identified by our 4C experiments,and two Human elements,hs1643 and hs1371,annotated as Enhancers in the VISTA Enhancer browser. All have a forebrain or forebrain/midbrain Enhancer activity as shown by in vivo Mice Enhancer assay."	LMNB1	Adult-onset Autosomal Dominant Demyelinating Leukodystrophy	DOID:0060785	C566813	--	--	--	--	--	--	--	--	--	>2KB	
E_01_208	25704602	 	hg19	chr1	123099588	123100426	Human	HeLa	Low throughput	"Luciferase Reporter Assay,PCR,ChIP-seq,EMSA"	Enhancer	"For testsofthe PAX7 denovomutation,a synthetic PAX7-sensitive Enhancer was generated by synthesizing an oligonucleotide con-taining four replicates of the PAX7 binding site found in the id3 promoter (sequence) and engineering it into pTol2-cFos-FLuciferase. The same FGFR2 t254 construct used in the zebrafish studies (GRCh37,Chr10: 123,099,588-123,100,426) was modified by PCR-mediated mutagenesis to test the de novo mutation at GRCh37,Chr10: 123,099,960."	PAX7	Cleft Palate	--	--	--	--	--	"TFAP2A,MYC"	RNAi	"Given the Chromatin signature and the presence of binding sites for craniofacial transcription factors TFAP2A and c-MYC,we tested them for evidence of regulatory activity in vivo and in vitro. "	--	--	--	>2KB	
E_01_209	25769725	ENH3 Enhancer	hg19	chr6	45410618	45417584	Human	"B-CPAP,TPC1"	Low throughput	Luciferase Reporter Assay	Enhancer	We generated sequential deletion mutants of the ENH3 and their activity on the sP2 promoter was assessed by Luciferase assay.	RUNX2	--	--	--	--	--	--	JUND	ChIP	"We performed supershift assay using anti-c-JUN antibodies to con-firm that AP1 binds to site 2,ChIP experiments using anti-c-JUN antibodies showed that c-JUN actively binds to ENH3 in a context of structured Chromatin."	--	--	--	>2KB	
E_01_210	25782671	--	hg19	chr7	155845627	155847652	Human	Caco-2	Low throughput	Luciferase Reporter Assay	Enhancer	"Relative Luciferase expression was examined in Caco2 cell using a reporter construct pLS_Prom_SHH_2026 containing the 2026 sequence that is deleted in patients affected with PPD-hypertrichosis,in forward (F) or reverse (R) orientation."	SHH	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_211	25786345	CXCR5 Enhancer	hg19	chr11	118767466	118769582	Human	MCF-7	Low throughput	Luciferase Reporter Assay	Enhancer	Genomic fragment containing cxcr5 promoter was subcloned upstream of Luciferase gene in pGL3-Basic reporter vector. Another genomic fragment containing the potential cxcr5 Enhancer was subcloned downstream of the Luciferase gene.	CXCR5	--	--	--	--	--	--	NFASC	"ChIP,PCR"	"Map of cxcr5 promoter,predicted NF -binding sites and PCR products amplified in ChIP assay."	--	--	--	>2KB	
E_01_212	26211970	PRE3 Enhancer	hg19	chr8	81286250	81293977	Human	Lymphoblastoid Cell Lines	Low throughput	"ChIP-seq,Luciferase Reporter Assay,PCR,3C"	Enhancer	"In conclusion,we showed that an allergy risk allele on Chr8q21 increases PAG1 transcription by activating a poised Enhancer located 732 away from the gene promoter."	PAG1	National Institute of Allergy and Infectious Diseases	--	D054579	--	--	--	NFKB1	ChIP-seq	"Based on ENCODE ChIP-seq data for LCLs,17 two transcription factors (TFs) bind to PRE3 and overlap the putative functional variant rs2370615: the RelA (or p65[MIM: 164014]) subunit of the nuclear factor (NF-)TF,which is critical for innate and adaptive immune responses,22 and the POU domain class 2 transcription factor2 (POU2F2 or Oct-2 [MIM: 164176]),which regulates B-cell-specific genes."	rs7009110	81291879	"ChIP-seq,Luciferase Reporter Assay,3C"	>2KB	
E_01_213	26214128	--	hg19	chr14	106009649	106062280	Human	Human Lymphoblastoid Cell	Low throughput	"ChIP-qPCR,ChIP-seq"	Enhancer	The Spi1 promoter region was High throughputly enriched for H3K4me3 signal in MOWChIP-seq data generated using 100-10000 cell. H3K27Ac is a mark for active transcriptional Enhancers..	SPI1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_214	26214128	--	hg19	chr14	106316667	106336549	Human	Human Lymphoblastoid Cell	Low throughput	"ChIP-qPCR,ChIP-seq"	Enhancer	The Spi1 promoter region was High throughputly enriched for H3K4me3 signal in MOWChIP-seq data generated using 100-10000 cell. H3K27Ac is a mark for active transcriptional Enhancers..	SPI1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_215	26214525	PROX1-11 Enhancer	hg19	chr1	214150511	214151337	Human	K-562	Low throughput	"ChIP,EMSA,Luciferase Reporter Assay"	Enhancer	"We identified a putative Enhancer element upstream of the key lymphatic transcriptional regulator PROX1 that is bound by GATA2,and the transcription factors FOXC2 and NFATC1."	PROX1	Lymphedema	DOID:4977	D008209	--	--	--	"GATA2,FOXC2,NFATC1"	ChIP	"ChIP demonstrates that GATA2, FOXC2, and NFATC1 ChIP at the PROX1 每11 kb enhancer in LECs and BECs, but not K562 cells."	--	--	--	>2KB	
E_01_216	26214589	--	hg19	chr10	64737032	64737909	Human	Mouse Embryonic Stem Cell	Low throughput	"qRT-PCR,Luciferase Reporter Assay,ChIP-seq"	Enhancer	We subsequently examined the Enhancer properties of mSat2 corresponding to the reference sequence (Hg19) containing either the T or A allele at rs79965208 in aLuciferase assay.	EGR2 	Ewing Sarcoma	DOID:3369	D012512	--	--	--	EWSR1	qRT-PCR	ChIP efficacy was validated by qRT-PCR using a CCND1 EWSR1-FLI1 binding site.	--	--	--	>2KB	
E_01_217	26216945	EBAs Enhancer	hg19	chr2	98362566	98364423	Human	HEK-293	Low throughput	"ChIP-seq,Luciferase Reporter Assay"	Enhancer	This EBA tests the ability of putative insulator sequences to block interaction of a central nervous system (CNS)Enhancer with a somite promoter driving the expression of GFP.	ZAP70	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_218	26229090	--	hg19	chr3	186938165	186940165	Human	Lymphoma Cell	Low throughput	"RT-PCR,ChIP-seq"	Super-Enhancer	"This High throughputlighted a known BCL6-interacting Enhancer region (6,16,17) 150-250 upstream of BCL6 (SE1),which overlaps the alternate breakpoint region,a recurrent site of BCL6 locus rearrangements (15). It also revealed a second Super-Enhancer overlapping the HGB-04 duplication at ?350 (SE2),and a third such region at ?500 (SE3)."	BCL6	B-Cell Lymphoma	DOID:707	D016393	--	--	--	--	--	--	--	--	--	>2KB	
E_01_219	26229090	--	hg19	chr3	187088165	187909165	Human	Lymphoma Cell	Low throughput	"RT-PCR,ChIP-seq"	Super-Enhancer	"This High throughputlighted a known BCL6-interacting Enhancer region (6,16,17) 150-250 upstream of BCL6 (SE1),which overlaps the alternate breakpoint region,a recurrent site of BCL6 locus rearrangements (15). It also revealed a second Super-Enhancer overlapping the HGB-04 duplication at ?350 (SE2),and a third such region at ?500 (SE3)."	BCL6	B-Cell Lymphoma	DOID:707	D016393	--	--	--	--	--	--	--	--	--	>2KB	
E_01_220	26229090	--	hg19	chr3	187559165	187589165	Human	Lymphoma Cell	Low throughput	"RT-PCR,ChIP-seq"	Super-Enhancer	"This High throughputlighted a known BCL6-interacting Enhancer region (6,16,17) 150-250 upstream of BCL6 (SE1),which overlaps the alternate breakpoint region,a recurrent site of BCL6 locus rearrangements (15). It also revealed a second Super-Enhancer overlapping the HGB-04 duplication at ?350 (SE2),and a third such region at ?500 (SE3)."	BCL6	B-Cell Lymphoma	DOID:707	D016393	--	--	--	--	--	--	--	--	--	>2KB	
E_01_221	26232425	--	hg19	chr20	42977441	42978040	Human	Hep G2	Low throughput	"ChIP,Luciferase Reporter Assay,PCR"	Enhancer	Cell-based reporter and ChIP assays showed that PXR targeted the distal Enhancer of the HNF4a P1 promoter and stimulated dissociation of HNF3b from the distal Enhancer.	HNF4A	Hepatocellular Carcinoma	DOID:684	D006528	--	--	--	"FOXM1,DR1,HNF1A"	"Luciferase Reporter Assay,PCR,ChIP"	"Twenty-four hours after transfection, cells were treated with DMSOor RIF for another 24 hours in FBS-free MEM. pRL-TK was included in all transfections as a control. Relative Luc activity was calculated by taking the activity of the cells transfected with pGL3-Basic and treated with DMSO as one."	--	--	--	>2KB	
E_01_222	26252164	NEC1 Enhancer	hg19	chr2	223164458	223164688	Human	Melanoma	Low throughput	"Luciferase Reporter Assay,ChIP,PCR"	Enhancer	FOXD3 was able to drive reporter expression at significant levels when either or both sites were present in comparison to promoter vector alone.	PAX3	Melanoma	DOID:1909	D008545	The PAX3 gene contains two FOX binding motifs within highly conserved enhancer regulatory elements that are essential for neural crest development.	"ChIP,PCR"	The PAX3 gene contains two FOX binding motifs within highly conserved Enhancer regulatory elements that are essential for neural crest development.	FOXD3	EMSA	"EMSA analysis for FOXD3 binding of PAX3 promoter sequences in vitro. Labeled probe containing the PAX3 promoter F1 site (lanes 1-3) or F2 site (lanes 4-6) were mixed with 293T lysate without (lanes 1, 4) or with (lanes 2, 3, 5, 6) exogenous FOXD3 protein. Binding of the labeled probe was inhibited with cold probe competition (lanes 3, 6)."	--	--	--	<2KB	
E_01_223	26252164	NEC2 Enhancer	hg19	chr2	223164846	223165065	Human	Melanoma	Low throughput	"Luciferase Reporter Assay,ChIP,PCR"	Enhancer	FOXD3 was able to drive reporter expression at significant levels when either or both sites were present in comparison to promoter vector alone.	PAX3	Melanoma	DOID:1909	D008545	The PAX3 gene contains two FOX binding motifs within highly conserved enhancer regulatory elements that are essential for neural crest development.	"ChIP,PCR"	The PAX3 gene contains two FOX binding motifs within highly conserved Enhancer regulatory elements that are essential for neural crest development.	FOXD3	EMSA	"EMSA analysis for FOXD3 binding of PAX3 promoter sequences in vitro. Labeled probe containing the PAX3 promoter F1 site (lanes 1-3) or F2 site (lanes 4-6) were mixed with 293T lysate without (lanes 1, 4) or with (lanes 2, 3, 5, 6) exogenous FOXD3 protein. Binding of the labeled probe was inhibited with cold probe competition (lanes 3, 6)."	--	--	--	<2KB	
E_01_224	26257179	--	hg19	chr4	56895793	56962351	Human	Human Embryonic Kidney Cell	Low throughput	"ChIP-seq,5' RACE"	Enhancer	"As a representative example, we highlight cheRNA1345, which is produced from a locus ~15 kb downstream of Cep135 and overlaps with an experimentally validated tissue-specific Enhancer element (Figure 4E) (Visel et al., 2007). Peaks of H3K4me3, H3K27ac, and RNAPII decorate the TSS, which we validated by 5' RACE, and also bears a number of validated transcription factor binding sites (Gerstein et al., 2012). Similar patterns are observed with other cheRNA loci (Figure S3A每C)."	CEP135	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_225	26300977	--	hg19	chr7	114541370	114542201	Human	"HEK-293,SK-N-MC"	Low throughput	Luciferase Reporter Assay	Enhancer	To test whether these regions could act as Enhancer elements we cloned them into a reporter construct in front of a minimal promoter and luciferase reporter gene.In HEK293 cells we observed a 3 fold increase of luciferase expression in comparison to the empty vector control.	FOXP2	--	-	-	--	--	--	--	--	--	--	--	--	>2KB	
E_01_226	26382291	--	hg19	chr6	1614188	1617051	Human	Human Embryonic Stem Cell	Low throughput	Enhancer Assay	Enhancer	We experimentally validate four novel Enhancers in this locus and demonstrate that these Enhancers show consistent activity during embryonic development in domains that overlap with the expression of FOXC1 and GMDS.	"FOXC1,GMDS"	--	--	--	--	--	--	ZIC1	X-GAl Stain	"An image from the UCSC Genome Browser showing the enhancer landscape near FOXC1 and GMDS.The lower panel is zoomed in to the regions immediately surrounding the enhancers, to highlight the ZIC1 binding sites. b E11.5 whole-mount images of ZIC mutants CE1每3. CE4 only yielded two X gal- positive embryos and was thus not used in the analysis. Tissues that have lacZ expression in at least half of the X-gal-positive embryos in WT but not in ZIC enhancers are noted in red. Arrowheads mark regions of interest."	--	--	--	>2KB	
E_01_227	26382291	--	hg19	chr6	1615843	1617834	Human	Human Embryonic Stem Cell	Low throughput	Enhancer Assay	Enhancer	We experimentally validate four novel Enhancers in this locus and demonstrate that these Enhancers show consistent activity during embryonic development in domains that overlap with the expression of FOXC1 and GMDS.	"FOXC1,GMDS"	--	--	--	--	--	--	ZIC1	X-GAl Stain	"An image from the UCSC Genome Browser showing the enhancer landscape near FOXC1 and GMDS.The lower panel is zoomed in to the regions immediately surrounding the enhancers, to highlight the ZIC1 binding sites. b E11.5 whole-mount images of ZIC mutants CE1每3. CE4 only yielded two X gal- positive embryos and was thus not used in the analysis. Tissues that have lacZ expression in at least half of the X-gal-positive embryos in WT but not in ZIC enhancers are noted in red. Arrowheads mark regions of interest."	--	--	--	>2KB	
E_01_228	26382291	--	hg19	chr6	1619348	1621343	Human	Human Embryonic Stem Cell	Low throughput	Enhancer Assay	Enhancer	We experimentally validate four novel Enhancers in this locus and demonstrate that these Enhancers show consistent activity during embryonic development in domains that overlap with the expression of FOXC1 and GMDS.	"FOXC1,GMDS"	--	--	--	--	--	--	ZIC1	X-GAl Stain	"An image from the UCSC Genome Browser showing the enhancer landscape near FOXC1 and GMDS.The lower panel is zoomed in to the regions immediately surrounding the enhancers, to highlight the ZIC1 binding sites. b E11.5 whole-mount images of ZIC mutants CE1每3. CE4 only yielded two X gal- positive embryos and was thus not used in the analysis. Tissues that have lacZ expression in at least half of the X-gal-positive embryos in WT but not in ZIC enhancers are noted in red. Arrowheads mark regions of interest."	--	--	--	>2KB	
E_01_229	26382291	--	hg19	chr6	1701730	1704441	Human	Human Embryonic Stem Cell	Low throughput	Enhancer Assay	Enhancer	We experimentally validate four novel Enhancers in this locus and demonstrate that these Enhancers show consistent activity during embryonic development in domains that overlap with the expression of FOXC1 and GMDS.	"FOXC1,GMDS"	--	--	--	--	--	--	ZIC1	X-GAl Stain	"An image from the UCSC Genome Browser showing the enhancer landscape near FOXC1 and GMDS.The lower panel is zoomed in to the regions immediately surrounding the enhancers, to highlight the ZIC1 binding sites. b E11.5 whole-mount images of ZIC mutants CE1每3. CE4 only yielded two X gal- positive embryos and was thus not used in the analysis. Tissues that have lacZ expression in at least half of the X-gal-positive embryos in WT but not in ZIC enhancers are noted in red. Arrowheads mark regions of interest."	--	--	--	Intron	
E_01_230	26416749	--	hg19	chr12	11783840	11844893	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Super-Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c)."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	"That Mediator kinases can negatively regulate SE-associated gene expression in specific cell types, and can be pharmacologically targeted as a therapeutic approach to AML."	ChIP-seq	"Furthermore, the association between CA-upregulated genes (>=1.2-fold) and SE-associated genes correlatedwith CDK8 occupancy, consistent with the notion that SEs are direct targets of CA treatment in MOLM-14 cells (Extended Data Fig. 6b).Indeed, MOLM-14 cell growth was inhibited by either reduced or increased expression of the same SE-associated genes, many of which were upregulated by CA and downregulated by I-BET151."	--	--	--	--	--	--	<2KB	
E_01_231	26416749	--	hg19	chr12	11803577	12057261	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Super-Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 1a每c)."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	"That Mediator kinases can negatively regulate SE-associated gene expression in specific cell types, and can be pharmacologically targeted as a therapeutic approach to AML."	ChIP-seq	"Furthermore, the association between CA-upregulated genes (>=1.2-fold) and SE-associated genes correlatedwith CDK8 occupancy, consistent with the notion that SEs are direct targets of CA treatment in MOLM-14 cells (Extended Data Fig. 6b).Indeed, MOLM-14 cell growth was inhibited by either reduced or increased expression of the same SE-associated genes, many of which were upregulated by CA and downregulated by I-BET151."	--	--	--	--	--	--	On gene	
E_01_232	26416749	--	hg19	chr12	11834103	11843577	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	On gene	
E_01_233	26416749	--	hg19	chr12	11853840	11864366	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	On gene	
E_01_234	26416749	--	hg19	chr12	11995945	12023314	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	On gene	
E_01_235	26416749	--	hg19	chr12	12030419	12044103	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	ETV6	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	On gene	
E_01_236	26416749	--	hg19	chr19	15348301	15454692	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Super-Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 7a每c)."	CEBPA	Acute Myeloid Leukemia	DOID:9119	D015470	"That Mediator kinases can negatively regulate SE-associated gene expression in specific cell types, and can be pharmacologically targeted as a therapeutic approach to AML."	ChIP-seq	"Furthermore, the association between CA-upregulated genes (>=1.2-fold) and SE-associated genes correlatedwith CDK8 occupancy, consistent with the notion that SEs are direct targets of CA treatment in MOLM-14 cells (Extended Data Fig. 6b).Indeed, MOLM-14 cell growth was inhibited by either reduced or increased expression of the same SE-associated genes, many of which were upregulated by CA and downregulated by I-BET151."	--	--	--	--	--	--	<2KB	
E_01_237	26416749	--	hg19	chr19	15448076	15454692	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	CEBPA	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	>2KB	
E_01_238	26416749	--	hg19	chr2	28566444	28673407	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Super-Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 4a每c)."	FOSL2	Acute Myeloid Leukemia	DOID:9119	D015470	"That Mediator kinases can negatively regulate SE-associated gene expression in specific cell types, and can be pharmacologically targeted as a therapeutic approach to AML."	ChIP-seq	"Furthermore, the association between CA-upregulated genes (>=1.2-fold) and SE-associated genes correlatedwith CDK8 occupancy, consistent with the notion that SEs are direct targets of CA treatment in MOLM-14 cells (Extended Data Fig. 6b).Indeed, MOLM-14 cell growth was inhibited by either reduced or increased expression of the same SE-associated genes, many of which were upregulated by CA and downregulated by I-BET151."	--	--	--	--	--	--	<2KB	
E_01_239	26416749	--	hg19	chr2	28573037	28596741	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	FOSL2	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	>2KB	
E_01_240	26416749	--	hg19	chr2	28693481	28698222	Human	MOLM-14	Low throughput	"ChIP-seq,qRT-PCR"	Enhancer	"SE-associated genes upregulated by CA were enriched in lineage-controlling master transcription factors identified in related CD141 monocytes, including tumour suppressors IRF1, IRF8,CEBPAand ETV6 (Fig. 3e and Extended Data Fig. 0a每c).ChIP-seq binding profiles at the FOSL2 and ETV6 loci. Red bars denote SEs while grey bars denote regular Enhancers."	FOSL2	Acute Myeloid Leukemia	DOID:9119	D015470	--	--	--	--	--	--	--	--	--	>2KB	
E_01_241	26422229	--	hg19	chr12	56728500	56735000	Human	THP-1	Low throughput	"ChIP-seq,PCR"	Enhancer	"Our ChIP-seq analysis of markers for transcriptional Enhancers in macrophages revealed the presence,in both uninfected and infected THP-1 cell,of an extended region encompassing the IL23A locus of elevated H3K4me1."	IL23A	Mycobacterium Tuberculosis	--	D009169	--	--	--	AHR	ChIP	ChIP analysis revealed that infection enhanced binding of AHR and ARNT to AHRE (31) in the IL10 promoter.	--	--	--	>2KB	
E_01_242	26422397	--	hg19	chr18	60786011	60788011	Human	Human T Lymphoid Cell	Low throughput	"ChIP,RT-PCR,3C,4C"	Enhancer	These results indicated that the promoter of NOXA physically interacted with the mbr Enhancer over 3.4Mb and might form a promoter-promoter-mbr complex with the BCL2 promoter and the mbr Enhancer in nucleus through High throughputer-order Chromatin structures.	PMAIP1	--	--	--	--	--	--	SATB1	"ChIP,3C"	We used ChIP assays with the anti-SATB1 antibody to test SATB1 binding on the NOXA promoter. NOXA-SBS1 sequence located 2.4kb relative to the translational start site were found to be specifically immunoprecipitated with anti-SATB1.3C assays to detect physical interactions of the mbr-NOXA and NOXA-BCL2.	--	--	--	>2KB	
E_01_243	26423156	CARDIAC Enhancer	hg19	chr5	148785000	148815000	Human	Cardiac Progenitor Cell	Low throughput	"ChIP-seq,Immunohistochemistry,Luciferase,RIP"	Super-Enhancer	Many of these were associated with active cardiac Enhancer and super Enhancers (SE) with their expression being correlated with proximal cardiac genes.	NKX2-5	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_244	26445536	--	hg19	chr22	35686840	35687280	Human	Vascular Endothelial Cell	Low throughput	"ChIP,PCR"	Enhancer	The Chromatin immunoprecipitation assay revealed that the translocated Nrf2 bound to the antioxidant-response element located in the E2 Enhancer region of the HO-1 gene promoter and acted as a transcription factor.	HMOX1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_245	26466568	--	hg19	chr5	157745875	157764031	Human	"Lan-6,Gi-Me-N,SK-N-FI"	Low throughput	"ChIP-seq,Immunofluorescence-FISH"	Enhancer	Normalized read counts of H3K27ac and H3K4me3 histone marks derived from ChIP-seq at the TERT rearrangement region in three neuroblastomas.	EBF1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
