E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_02_019	21487009	TCCR Enhancer	mm10	chr14	78384835	78446843	Mouse	T Cell	Low throughput	"3C,ChIP,Luciferase Reporter Assay,PCR"	Enhancer	These data also suggest that osteoblasts and T cell both may utilize a common Enhancer such as mRL-D5 and cell type-specific Enhancers such as the TCCR to regulate Rankl gene expression.	Tnfsf11	--	--	--	mRL-D5 and segments of the TCCR were located in proximity to the Rankl gene promoter and thus potentially able to influence directly Rankl gene promoter activity.	"3C,ChIP,Luciferase Reporter Assay,PCR"	"These data also suggest that osteoblasts and T cell both may utilize a common Enhancer such as mRL-D5 and cell type-specific Enhancers such as the TCCR to regulate Rankl gene expression.
"	"Fos,Rela"	"3C,ChIP"	"They also indicate that despite our inability to detect its presence in the ChIP-ChIP analysis,Nfat or related transcription factor activation may be involved in transcriptional regulation through the putative mRL-T1A Enhancer."	--	--	--	>2KB	
E_02_020	21487009	mRL-D5 Enhancer	mm10	chr14	78351421	78354313	Mouse	T Cell	Low throughput	"3C,ChIP,Luciferase Reporter Assay,PCR"	Enhancer	These data also suggest that osteoblasts and T cell both may utilize a common Enhancer such as mRL-D5 and cell type-specific Enhancers such as the TCCR to regulate Rankl gene expression.	Tnfsf11	--	--	--	mRL-D5 and segments of the TCCR were located in proximity to the Rankl gene promoter and thus potentially able to influence directly Rankl gene promoter activity.	"3C,ChIP,Luciferase Reporter Assay,PCR"	" These data also suggest that osteoblasts and T cell both may utilize a common Enhancer such as mRL-D5 and cell type-specific Enhancers such as the TCCR to regulate Rankl gene expression.
"	"Fos,Rela"	"3C,ChIP"	"They also indicate that despite our inability to detect its presence in the ChIP-ChIP analysis,Nfat or related transcription factor activation may be involved in transcriptional regulation through the putative mRL-T1A Enhancer."	--	--	--	>2KB	
E_02_021	21527504	--	mm10	chr14	67745496	67746000	Mouse	GT1-1	Low throughput	"qRT-PCR,Luciferase Reporter Assay,ChIP,EMSA"	Enhancer	"In the present study, we demonstrate a transcription-Enhancer located in the first intron (intron A) region of the GnRH gene."	Gnrh1	--	--	--	Class-C SOX Transcription Factors Control GnRH Gene Expression via the Intronic Transcriptional Enhancer.	"Luciferase Reporter Assay,ChIP,EMSA"	"Chromatin immunoprecipitation shows that endogenous SOX-C factors recognize and bind to the intronic Enhancer in GT1-1 cells and the hypothalamus. Taken together,these findings demonstrate that SOX-C transcription factors function as important transcriptional regulators of cell type-specific GnRH gene expression by acting on the intronic transcriptional Enhancer."	"Sox4,Sox11,Sox12"	"ChIP,EMSA"	"Chromatin immunoprecipitation (ChIP) assay re vealed that SOX11 binds to the Ex1-proximal Enhancer region of intron A, and overexpression of SOX11 in creases this binding in GT1-1 cells.In accordance with the result in the reporter assay, EMSA revealed that in vitro translated SOX4 and SOX11 proteins can recognize both SOX-binding sites in mouse intronA; the binding was completely abrogated when both sites were mutated but partially diminished in the probes with a deletion of one of them."	--	--	--	<2KB	
E_02_022	21549805	--	mm10	chr18	61099404	61099740	Mouse	B Cell	Low throughput	"Luciferase Reporter Assay,EMSA,ChIP"	Enhancer	We previously determined the molecular mechanism by which PAX5 silences the myeloid-specific colony-stimulating-factor-receptor(Csf1R) gene and showed that PAX5 directly binds to the Csf1r promoter as well as to an intronic Enhancer that generates an antisense transcript in B cells.	Csf1r	--	--	--	--	--	--	Pax5	"ChIP,EMSA"	"PAX5 binds to the intronic enhancer of Csf1r (FIRE).When testing the binding of PAX5 across Csf1r by ChIP assays in primary pro-B cells, we noticed that PAX5 did not just bind to the promoter, but also associated with the intronic Enhancer (FIRE).This observation was confirmed by EMSA experiments."	--	--	--	>2KB	
E_02_023	21566115	Il12b Enhancer 	mm10	chr11	44390342	44392251	Mouse	"Myeloid Cells,T Cell"	Low throughput	"qRT-PCR,Luciferase Reporter Assay"	Enhancer	We focused on a conserved Enhancer ‵10 kb upstream of the Il12b start site that is targeted by TLR signaling to increase Il12b transcription in response to LPS.We made luciferase reporter constructs that fused the Il12b promoter to the upstream Enhancer.	Il12b	Autoimmune and Inflammatory Diseases	--	--	--	--	--	Nfil3	"qRT-PCR,Luciferase Reporter Assay"	A NFIL3 binding site is identified in the enhancer region of Il12b.	--	--	--	>2KB	
E_02_024	21652712	--	mm10	chr5	147267614	147267639	Mouse	"HIT,Hep G2,INS-1"	Low throughput	"Luciferase Reporter Assay,EMSA,ChIP,qPCR"	Enhancer	"In the distal Enhancer region, EMSA analysis showed that potent binding of PDX-1 to the probe containing a PDX-1-binding site in area I (〞2517 to 〞 2492 bp) was dose-dependently inhibited by SREBP-lc."	Pdx1	Diabetes Mellitus	--	--	--	--	--	Pdx1	EMSA	"In the distal Enhancer region, EMSA analysis showed that potent binding of PDX-1 to the probe containing a PDX-1-binding site in area I (〞2517 to 〞 2492 bp) was dose-dependently inhibited by SREBP-lc."	--	--	--	>2KB	
E_02_025	21652712	--	mm10	chr5	147267670	147267721	Mouse	"? Cell,Non-? Cell"	Low throughput	"Luciferase Reporter Assay,PCR,EMSA,ChIP"	Enhancer	"As in vivo evidence for the requirement for a PDX-1 auto-loop mechanism,the Mice homozygous for a targeted deletion of the area I-III Enhancer region of Pdx-1 had severely impaired pancreas development."	Pdx1	Diabetes Mellitus	--	--	--	--	--	Pdx1	EMSA	"In the distal Enhancer region,EMSA analysis showed that potent binding of PDX-1 to the probe containing a PDX-1 -binding site in area I (〞2517 to 〞 2492  ) was dose-dependently inhibited by SRE -lc."	--	--	--	>2KB	
E_02_026	21652712	--	mm10	chr5	147267701	147267751	Mouse	"? Cell,Non-? Cell"	Low throughput	"Luciferase Reporter Assay,PCR,EMSA,ChIP"	Enhancer	"As in vivo evidence for the requirement for a PDX-1 auto-loop mechanism,the Mice homozygous for a targeted deletion of the area I-III Enhancer region of Pdx-1 had severely impaired pancreas development."	Pdx1	Diabetes Mellitus	--	--	--	--	--	Pdx1	EMSA	"In the distal Enhancer region,EMSA analysis showed that potent binding of PDX-1 to the probe containing a PDX-1 -binding site in area I (〞2517 to 〞 2492  ) was dose-dependently inhibited by SRE -lc."	--	--	--	<2KB	
E_02_027	21673114	--	mm10	chr14	55518040	55518674	Mouse	HEK-293	Low throughput	"EMSA,PCR"	Enhancer	We further define a 0.3-kb sequence including a proximal promoter (cluster A1) and an Enhancer (cluster B) that can direct rod-specific expression in vivo.	Nrl	--	--	--	--	--	--	"Rorb,Crx,,Nrl,Nr2e3"	EMSA	"Electrophoretic mobility shift assays using mouse retinal nuclear extracts, in combination with specific antibodies,demonstrate the binding of retinoid-related orphan nuclear receptor(ROR汕),cone rod homeobox,orthodenticle homolog 2,and cyclic AMP response element-binding protein to predicted consensus elements within clusters A and B.Our studies demonstrate Nrl as a direct transcriptional target of ROR汕 and suggest that combinatorial action of multiple regulatory factors modulates the expression of Nrl in developing and mature retina."	--	--	--	<2KB	
E_02_028	21797989	--	mm10	chr7	19409838	19410044	Mouse	MM14	Low throughput	"ChIP,EMSA,Immunofluoresence"	Enhancer	The Chromatin immunoprecipitation (ChIP) primer pairs (black lines) that span the 5＊-Enhancer sequence were used as positive controls for MyoD and myogenin binding to functional E-boxes.	Ckm	--	--	--	--	--	--	Mef2	ChIP-seq	MEF2 ChIP-seq occupancy at the 6.5- MCK regulatory region in differentiated C2 C12 cell shows that MEF2 is present at all three control regions.	--	--	--	>2KB	
E_02_029	21798992	--	mm10	chr15	52315678	52316298	Mouse	"汕TC-3,汐TC-6"	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	"We also recently identified an intronic Enhancer located between (+20125 and +20745) in intron 2 in the mouse Slc30a8 gene (Pound, et al. 2010). A sequence alignment using the VISTA program shows that this region is conserved and found at a location between +16333 and +16954 in intron 2 in the human SLC30A8 gene."	Slc30a8	Type 2 Diabetes Mellitus	DOID:9352	D003924	--	--	--	--	--	--	--	--	--	>2KB	
E_02_030	21798992	--	mm10	chr15	5249678	5250298	Mouse	汕TC-3	Low throughput	Luciferase Reporter Assay	Enhancer	"The analysis of SLC30A8-Luciferase expression in bTC-3 cell revealed that the proximal promoter region,located between K6154 and K1,relative to the translation start site,was only active in stable but not transient transfections."	Slc30a8	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_031	21822303	--	mm10	chr3	34646162	34646551	Mouse	MCF-7	Low throughput	Luciferase Reporter Assay	Enhancer	We transfected MCF7 and T47D cell withLuciferase vectors for the upstream distal Enhancer and the core promoter to test whether induction of Sox2 protein was achieved through transcriptional activation of Sox2 promoter.	Sox2	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_032	21937508	u-PAR Enhancer	mm10	chr7	24461573	24462573	Mouse	Colon Cancer Cell	Low throughput	"PCR,ChIP"	Enhancer	"In order to gain insight into the epigenetic regulation of u-PAR expression, ChIP assays were employed in an unbiased screen to identify histone modifications or exchange of histone variants at the u-PAR promoter and Enhancer under conditions of gene activation."	Plaur	--	--	--	The role of an AP-1-harboring intragenic Enhancer in the regulation of both constitutive and inducible u-PAR expression.	ChIP	"In order to gain insight into the epigenetic regulation of u-PAR expression, ChIP assays were employed in an unbiased screen to identify histone modifications or exchange of histone variants at the u-PAR promoter and Enhancer under conditions of gene activation."	Jun	ChIP	AP-1 binding to the u-PAR gene precedes H2A.Z eviction. ChIP assay showing the kinetics of (A) AP-1 (using a mixture of pan antibodies directed against Fos and Jun family members) (B) H2A.Z (C) RNAP II (using an antibody against RNAP II phosphorylated at Serine 5) deposition at the u-PAR promoter and enhancer in response to 100?nm PMA for the indicated times. 	--	--	--	<2kb	
E_02_033	22072553	--	mm10	chr1	38469166	38512500	Mouse	BM Cell	Low throughput	"ChIP-seq,Luciferase Reporter Assay"	Enhancer	"For each binding site,enrichment profiles are shown for 2 replicates of Hoxa9 and Meis1 ChIP-Seq,with corresponding genomic annotation displayed as UCSC mm8 tracks at the Aff3,Flt3,and Lmo2 loci."	Aff3	Acute Leukemia	DOID:12603	--	--	--	--	"Hoxa9,Meis1"	ChIP-qPCR	Confirmation of selected Hoxa9 and Meis1 binding sites by ChIP and quantitative PCR.	--	--	--	>2KB	
E_02_034	22264824	--	mm10	chr11	32244715	32246895	Mouse	Primary Erythroid Cell	Low throughput	"ChIP,RT-PCR,ChIP-seq"	Enhancer	"Together these data show that the intragenic Enhancers (R2, R3, and DHS-12) and an upstream intergenic Enhancer (R4) act as alternative erythroid-specific promoters. Significant levels of divergent transcription from these Enhancers occur independently of the Nprl3 promoter and resemble that seen from canonical promoters."	Nprl3	--	--	--	"Intragenic Enhancers frequently act as alternative tissuespecific promoters producing a class of abundant,spliced, multiexonic poly(A)+ RNAs (meRNAs) which reflect the host gene＊s structure."	"ChIP,RT-PCR,ChIP-seq"	"To address this problem, we analyzed transcription of the Nprl3 gene after deleting its constitutive promoter. This revealed that intragenic Enhancers act as highly active, alternative tissue-specific promoters for the gene containing them. "	--	--	--	--	--	--	>2KB	
E_02_035	22264824	--	mm10	chr11	32249976	32252156	Mouse	Primary Erythroid Cell	Low throughput	"ChIP,RT-PCR,ChIP-seq"	Enhancer	"Together these data show that the intragenic Enhancers (R2, R3, and DHS-12) and an upstream intergenic Enhancer (R4) act as alternative erythroid-specific promoters. Significant levels of divergent transcription from these Enhancers occur independently of the Nprl3 promoter and resemble that seen from canonical promoters."	Nprl3	--	--	--	"Intragenic Enhancers frequently act as alternative tissuespecific promoters producing a class of abundant,spliced, multiexonic poly(A)+ RNAs (meRNAs) which reflect the host gene＊s structure."	"ChIP,RT-PCR,ChIP-seq"	"To address this problem, we analyzed transcription of the Nprl3 gene after deleting its constitutive promoter. This revealed that intragenic Enhancers act as highly active, alternative tissue-specific promoters for the gene containing them. "	--	--	--	--	--	--	>2KB	
E_02_036	22264824	--	mm10	chr11	32255189	32257369	Mouse	Primary Erythroid Cell	Low throughput	"ChIP,RT-PCR,ChIP-seq"	Enhancer	"Together these data show that the intragenic Enhancers (R2, R3, and DHS-12) and an upstream intergenic Enhancer (R4) act as alternative erythroid-specific promoters. Significant levels of divergent transcription from these Enhancers occur independently of the Nprl3 promoter and resemble that seen from canonical promoters."	Nprl3	--	--	--	"Intragenic Enhancers frequently act as alternative tissuespecific promoters producing a class of abundant,spliced, multiexonic poly(A)+ RNAs (meRNAs) which reflect the host gene＊s structure."	"ChIP,RT-PCR,ChIP-seq"	"To address this problem, we analyzed transcription of the Nprl3 gene after deleting its constitutive promoter. This revealed that intragenic Enhancers act as highly active, alternative tissue-specific promoters for the gene containing them. "	--	--	--	--	--	--	>2KB	
E_02_037	22264824	--	mm10	chr11	32268128	32270308	Mouse	Primary Erythroid Cell	Low throughput	"ChIP,RT-PCR,ChIP-seq"	Enhancer	"Together these data show that the intragenic Enhancers (R2, R3, and DHS-12) and an upstream intergenic Enhancer (R4) act as alternative erythroid-specific promoters. Significant levels of divergent transcription from these Enhancers occur independently of the Nprl3 promoter and resemble that seen from canonical promoters."	Nprl3	--	--	--	"Intragenic Enhancers frequently act as alternative tissuespecific promoters producing a class of abundant,spliced, multiexonic poly(A)+ RNAs (meRNAs) which reflect the host gene＊s structure."	"ChIP,RT-PCR,ChIP-seq"	"To address this problem, we analyzed transcription of the Nprl3 gene after deleting its constitutive promoter. This revealed that intragenic Enhancers act as highly active, alternative tissue-specific promoters for the gene containing them. "	--	--	--	--	--	--	>2KB	
E_02_038	22264824	DHS-12 Enhancer	mm10	chr11	32264052	32266232	Mouse	Primary Erythroid Cell	Low throughput	"ChIP,RT-PCR,ChIP-seq"	Enhancer	"Together these data show that the intragenic Enhancers (R2, R3, and DHS-12) and an upstream intergenic Enhancer (R4) act as alternative erythroid-specific promoters. Significant levels of divergent transcription from these Enhancers occur independently of the Nprl3 promoter and resemble that seen from canonical promoters."	Nprl3	--	--	--	"Intragenic Enhancers frequently act as alternative tissuespecific promoters producing a class of abundant,spliced, multiexonic poly(A)+ RNAs (meRNAs) which reflect the host gene＊s structure."	"ChIP,RT-PCR,ChIP-seq"	"To address this problem, we analyzed transcription of the Nprl3 gene after deleting its constitutive promoter. This revealed that intragenic Enhancers act as highly active, alternative tissue-specific promoters for the gene containing them. "	--	--	--	--	--	--	>2KB	
E_02_039	22297846	--	mm10	chr17	35503883	35505505	Mouse	Embryonic Stem Cell	Low throughput	"ChIP-seq,Immunoprecipitation,Western blot"	Enhancer	"The levels of H3K4me1 at Enhancers were also decreased, as seen for example at Lefty1(Fig. 4a and Supplementary Table 5), whereas the levels of H3K4me1 increased at newly active trophectoderm genes such as Gata2."	Oct4	--	--	--	"The LSD1每NuRD complex decommissions enhancers of the pluripotency program during differentiation, which is essential for the complete shutdown of the ESC gene expression program and the transition to new cell states."	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator."	"Oct4,Sox2,Nanog"	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator.A density map is shown of ChIP-Seqndata at Oct4, Sox2, Nanog and Med1 co-occupied enhancer regions.(Figure 1)"	--	--	--	>2KB	
E_02_040	22297846	--	mm10	chr1	180923476	180925092	Mouse	Embryonic Stem Cell	Low throughput	"ChIP-seq,Immunoprecipitation,Western blot"	Enhancer	"The levels of H3K4me1 at Enhancers were also decreased, as seen for example at Lefty1(Fig. 4a and Supplementary Table 5), whereas the levels of H3K4me1 increased at newly active trophectoderm genes such as Gata2."	Lefty1 	--	--	--	"The LSD1每NuRD complex decommissions enhancers of the pluripotency program during differentiation, which is essential for the complete shutdown of the ESC gene expression program and the transition to new cell states."	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator."	"Oct4,Sox2,Nanog"	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator.A density map is shown of ChIP-Seqndata at Oct4, Sox2, Nanog and Med1 co-occupied enhancer regions.(Figure 1)"	--	--	--	>2KB	
E_02_041	22297846	--	mm10	chr6	88198036	88200291	Mouse	Embryonic Stem Cell	Low throughput	"ChIP-seq,Immunoprecipitation,Western blot"	Enhancer	"The levels of H3K4me1 at Enhancers were also decreased, as seen for example at Lefty1(Fig. 4a and Supplementary Table 5), whereas the levels of H3K4me1 increased at newly active trophectoderm genes such as Gata2."	Gata2	--	--	--	"The LSD1每NuRD complex decommissions enhancers of the pluripotency program during differentiation, which is essential for the complete shutdown of the ESC gene expression program and the transition to new cell states."	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator."	"Oct4,Sox2,Nanog"	ChIP-seq	"Inspection of individual gene tracks showed that LSD1 occupies well-characterized Enhancer regions together with the ESC master transcription factors Oct4, Sox2 and Nanog and the Mediator coactivator.A density map is shown of ChIP-Seqndata at Oct4, Sox2, Nanog and Med1 co-occupied enhancer regions.(Figure 1)"	--	--	--	>2KB	
E_02_042	22323542	--	mm10	chr6	70763764	70765090	Mouse	"S194,MPC-11"	Low throughput	"Southern blot,Luciferase Reporter Assay"	Enhancer	"The mouse Ig百 gene locus has three known transcriptional Enhancers: an intronic Enhancer (Ei), a 3∩Enhancer (E3'), and a further downstream Enhancer (Ed)."	Igk	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_043	22323542	Ei Enhancer	mm10	chr6	70725576	70726090	Mouse	"S194,MPC-11"	Low throughput	"DNaseI-seq,Luciferase Reporter Assay,PCR"	Enhancer	"The mouse Ig百 gene locus has three known transcriptional Enhancers: an intronic Enhancer (Ei), a 3∩Enhancer (E3'), and a further downstream Enhancer (Ed)."	Igk	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_044	22323542	Ed Enhancer	mm10	chr6	70743710	70744950	Mouse	"S194,MPC-11"	Low throughput	"DNaseI-seq,Luciferase Reporter Assay,PCR"	Enhancer	"The mouse Ig百 gene locus has three known transcriptional Enhancers: an intronic Enhancer (Ei), a 3∩Enhancer (E3'), and a further downstream Enhancer (Ed)."	Igk	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_045	22323542	E3' Enhancer	mm10	chr6	70735256	70736064	Mouse	"S194,MPC-11"	Low throughput	"DNaseI-seq,Luciferase Reporter Assay,PCR"	Enhancer	"The mouse Ig百 gene locus has three known transcriptional Enhancers: an intronic Enhancer (Ei), a 3∩Enhancer (E3'), and a further downstream Enhancer (Ed)."	Igk	--	--	--	--	--	--	--	--	--	--	--	--	<2KB	
E_02_046	22378757	--	mm10	chr10	62128342	62130342	Mouse	Germ Cell	Low throughput	"PCR,ChIP,Luciferase Reporter Assay"	Enhancer	PCR was conducted with primers designed to recognize a 200-fragment of the distal Neurog3 promoter/Enhancer region beginning at 3748 upstream of the transcriptional start site.	Neurog3	--	--	--	--	--	--	Stat3	ChIP	"Moreover,using a ChIP approach we found that STAT3 physically interacts with the distal Neurog3 promoter/Enhancer in THY1 undifferentiated spermatogonia and using a reporter construct show that STAT3 regulates transcription through this promoter."	--	--	--	>2KB	
E_02_047	22396734	--	mm10	chr4	115100426	115102426	Mouse	416B	Low throughput	"Luciferase Reporter Assay,ChIP,EMSA"	Enhancer	Here we report identification of a DNaseI hypersensitive site at the 39 end of the Scl/Map17 domain and 45 kb downstream of the Scl transcription start site.	Tal1	--	--	--	--	--	--	Ctcf	ChIP-seq	Analysis of publicly available CTCF ChIP-seq data from the ENCODE consortium clearly demonstrates CTCF binding to the +45 element across a wide range of mouse tissues consistent with the presence of a ubiquitous CTCF site.	--	--	--	>2KB	
E_02_048	22401818	Scl +19 Enhancer	mm10	chr4	115074426	115076426	Mouse	"Hematopoietic Stem Cell,Progenitor Cell"	Low throughput	"qPCR,ChIP"	Enhancer	"In particular,the Scl +19 Enhancer,also known as the Scl +18/19 Enhancer from its location 19 kb downstream of the Scl promoter,was shown to drive expression of Scl in long-term repopulating HSCs and hematopoietic progenitors,but not in mature cells."	Tal1	Acute Leukemia	DOID:12603	--	"The Scl +19 Enhancer plays a key role in the development of hematopoietic stem/progenitor cells,but is not necessary for mature hematopoietic lineages."	ChIP	"Interestingly,both active euchromatin marks are reduced in SclD19/D19 fetal liver cells,indicating that the Scl t19 element is required for enhanced activity of the Scl promoter."	"Spi1,Erg"	ChIP-seq	"Using whole-genome transcription factor binding mapping by ChIP-Seq,we have recently identified other important hematopoietic regulators that also bind to the Scl t19 Enhancer,including the Ets factors Spi1 and Erg."	--	--	--	>2KB	
E_02_049	22701669	CONS3.8 Enhancer	mm10	chr14	47056226	47056692	Mouse	LS-8 Cells	Low throughput	"EMSA,Phylogenetic Footprinting"	Enhancer	We next performed Electrophoretic Mobility Shift Assays (EMSA) to determine whether Pitx or Msx proteins can specifically bind to their respective predicted binding sites in the CONS3.8 Enhancer.	Bmp4	--	--	--	Pitx2 ChIP demonstrated direct binding of Pitx2 to this Bmp4 enhancer site in a dental epithelial cell line.	"ChIP,PCR,qPCR"	"Using primers that target the Pitx1/2 binding motif in the 396 bp Bmp4 Enhancer sequence (CONS3.8), DNA purified from crosslinked LS8 chromatin after immunoprecipitation with an anti-Pitx2 antibody yielded a 4.7-fold increase in amplicon abundance, relative to an IgG control, by PCR and qPCR."	Pitx2	"EMSA,ChIP"	"Electrophoretic Mobility Shift Assay (EMSA) exhibits robust binding of Pitx1 protein to both a positive control bicoid DNA sequence and to the consensus Pitx1/2 binding site in with a 25  probe sequence in the CONS3.8 sequenceTo determine whether Pitx2 physically binds the CONS3.8 Bmp4 Enhancer in living cells,we performed Chromatin Immunoprecipitation (ChIP) assays in LS8 mouse dental epithelial cells."	--	--	--	<2KB	
E_02_050	22728936	Scn5a Enhancer	mm10	chr9	119469800	119469811	Mouse	HL-1	Low throughput	"Luciferase Reporter Assay,ChIP-seq"	Enhancer	"We identified a TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo,dependent on canonical T-box binding sites."	Scn5a	Cardiac Conduction System Disease	DOID:10273	D000075224	"TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo, dependent on canonical T-box binding sites. "	ChIP-seq	"Here, we found a direct molecular link between TBX5 and Scn5a via a TBX5-responsive downstream Enhancer that was sufficient to direct VCS-specif-ic gene expression. Our results identified a TBX5-Scn5a molecular  network essential for function of the mature VCS. "	Tbx5	ChIP-seq	We bioinformatically interrogated the Scn5a locus to identify potential TBX5-responsive Enhancers using the overlap of 4 independent data sets: (a) evolutionary conservation (21);(b) ChIP-seq studies identifying TBX5 binding sites in the atrial cardiomyocyte HL-1 cell line.	--	--	--	>2KB	
E_02_051	22728936	Scn5a Enhancer	mm10	chr9	119469879	119469890	Mouse	HL-1	Low throughput	"Luciferase Reporter Assay,ChIP-seq"	Enhancer	"We identified a TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo,dependent on canonical T-box binding sites."	Scn5a	Cardiac Conduction System Disease	DOID:10273	D000075224	"TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo, dependent on canonical T-box binding sites. "	ChIP-seq	"Here, we found a direct molecular link between TBX5 and Scn5a via a TBX5-responsive downstream Enhancer that was sufficient to direct VCS-specif-ic gene expression. Our results identified a TBX5-Scn5a molecular  network essential for function of the mature VCS. "	Tbx5	ChIP-seq	We bioinformatically interrogated the Scn5a locus to identify potential TBX5-responsive Enhancers using the overlap of 4 independent data sets: (a) evolutionary conservation (21);(b) ChIP-seq studies identifying TBX5 binding sites in the atrial cardiomyocyte HL-1 cell line.	--	--	--	>2KB	
E_02_052	22728936	Scn5a Enhancer	mm10	chr9	119469902	119469913	Mouse	HL-1	Low throughput	"Luciferase Reporter Assay,ChIP-seq"	Enhancer	"We identified a TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo,dependent on canonical T-box binding sites."	Scn5a	Cardiac Conduction System Disease	DOID:10273	D000075224	"TBX5-responsive Enhancer downstream of Scn5a sufficient to drive VCS expression in vivo, dependent on canonical T-box binding sites. "	ChIP-seq	"Here, we found a direct molecular link between TBX5 and Scn5a via a TBX5-responsive downstream Enhancer that was sufficient to direct VCS-specif-ic gene expression. Our results identified a TBX5-Scn5a molecular  network essential for function of the mature VCS. "	Tbx5	ChIP-seq	We bioinformatically interrogated the Scn5a locus to identify potential TBX5-responsive Enhancers using the overlap of 4 independent data sets: (a) evolutionary conservation (21);(b) ChIP-seq studies identifying TBX5 binding sites in the atrial cardiomyocyte HL-1 cell line.	--	--	--	>2KB	
E_02_053	22761896	--	mm10	chr14	67741735	67744661	Mouse	GT1-7	Low throughput	"Luciferase Reporter Assay,ChIP,PCR"	Enhancer	"A distal Enhancer (23446,22087 ) and the proximal promoter (2346,+28 ) have been identified as crucial regions for hypothalamic Gnrh1 expression."	Gnrh1	--	--	--	--	--	--	Otx2	"ChIP,EMSA"	Chromatin immunoprecipitation and electrophoretic mobility shift assays demonstrated that the DNA-binding activity of Otx2 to Gnrh1 gene was suppressed by TSA and VPA.	--	--	--	>2KB	
E_02_054	22780989	--	mm10	chr1	93125753	93127548	Mouse	Mouse Embryonic Stem Cell	Low throughput	"ChIP,PCR,3C"	Enhancer	"Sample region near the liver-expressed Agxt gene, where CTCF binds within the core promoter, as well as near putative upstream cohesin-bound Enhancers."	Agxt	--	--	--	--	--	--	"Cebpa,Hnf4a,Foxa1,Foxa2,Onecut1,Hnf1a,Pknox1,Rest,Gabpa,E2f4"	ChIP-seq	"To investigate cohesin-non-CTCF (CNC) binding events in vivo we mapped cohesin and CTCF, as well as a collection of tissue-specific and ubiquitous transcriptional regulators, using ChIP-seq in primary mouse liver. We observe a positive correlation between the number of distinct TFs bound and the presence of CNC sites."	--	--	--	>2KB	
E_02_055	22877652	GnRH-E1 Enhancer	mm10	chr14	67743318	67743610	Mouse	GT1-7	Low throughput	"PCR,Luciferase Reporter Assay,ChIP,EMSA"	Enhancer	"We previously identified four evolutionarily conserved regions of the 5000 bp GnRH regulatory region (Fig. 1A): Enhancer 3 (GnRH-E3,-4199/-3895 bp upstream of the transcriptional start site), Enhancer 2 (GnRH-E2,-3135/-2631), Enhancer 1 (GnRH E1,-1863/-1571), and the proximal promoter (GnRH-P,-173/+1)."	Gnrh1	Polycystic Ovarian Syndrome	DOID:11612	D011085	AR represses GnRH transcription via the major Enhancer (GnRH-E1).	ChIP	"For the rest of this study, we chose to evaluate the mechanism of repression by AR using GnRH-E1 upstream of RSVp to avoid compensation by the androgen-responsive GnRH promoter.To determine whether AR interacts with endogenous chromatin in the GnRH-E1 region in GT1-7 cells,ChIP assays were performed."	"Oct1,Pbx,Nkx2-1"	"EMSA,PCR"	"AR bound to the -1796/-1791 sequence in electrophoretic mobility shift assays, indicating a direct interaction with DNA or other transcription factors in this region."	--	--	--	>2KB	
